cost_obs,qaly_obs,cost_aed,qaly_aed,cost_mla,qaly_mla,cost_mlg,qaly_mlg,dc_mla_obs,dq_mla_obs,dc_mla_aed,dq_mla_aed,dc_mlg_obs,dq_mlg_obs,dc_mlg_aed,dq_mlg_aed,dc_mlg_mla,dq_mlg_mla,dc_aed_obs,dq_aed_obs
8261.342885939157,6.608880363557921,4536.546206014193,6.662419355049891,4520.812951433971,6.658261577350536,5226.273241472096,6.672973460866401,-3740.5299345051862,0.049381213792615064,-15.73325458022191,-0.004157777699354881,-3035.069644467061,0.06409309730848012,689.7270354579032,0.010554105816510173,705.4602900381251,0.014711883515865054,-3724.7966799249643,0.053538991491969945
5427.49366698859,6.248344640436269,5337.958836563041,6.260763915461955,4372.726643282914,6.260858354000884,5999.501753989515,6.26711352579878,-1054.7670237056764,0.012513713564615614,-965.2321932801269,9.44385389294311e-05,572.0080870009251,0.01876888536251098,661.5429174264746,0.006349610336824796,1626.7751107066015,0.006255171797895365,-89.53483042554944,0.012419275025686183
9678.108752255835,6.100210280021979,8390.895625643829,6.127911909557501,8375.490497391518,6.121428123026277,8852.15202208575,6.135970203107628,-1302.6182548643174,0.02121784300429841,-15.405128252310533,-0.006483786531224389,-825.9567301700863,0.03575992308564935,461.2563964419205,0.00805829355012655,476.66152469423105,0.014542080081350939,-1287.2131266120068,0.027701629535522798
10116.925547149502,6.347292030986098,7595.136481465224,6.379483516875951,7482.156953906413,6.376170150472672,10572.62551501882,6.394191062936111,-2634.7685932430886,0.02887811948657415,-112.97952755881124,-0.003313366403279616,455.69996786931915,0.046899031950013104,2977.4890335535965,0.014707546060159338,3090.4685611124078,0.018020912463438954,-2521.7890656842774,0.032191485889853766
8128.079992173354,6.5209722902345,8142.967736769041,6.544209611207697,7041.70757428646,6.542507735834703,7485.918204029764,6.551938517275468,-1086.3724178868943,0.02153544560020304,-1101.260162482581,-0.001701875372994266,-642.1617881435905,0.03096622704096763,-657.0495327392773,0.007728906067770325,444.2106297433038,0.00943078144076459,14.887744595686854,0.023237320973197306
6276.303649848324,6.709678366765074,6205.391662573929,6.723833526669594,5703.601655700297,6.721729425137824,6600.853320351482,6.7294289561635905,-572.7019941480276,0.012051058372750667,-501.7900068736326,-0.0021041015317697642,324.54967050315736,0.019750589398516816,395.4616577775523,0.0055954294939963845,897.2516646511849,0.007699531025766149,-70.91198727439496,0.014155159904520431
6040.769186331601,5.850793469152858,5516.803564908392,5.864854428792362,4663.032909880828,5.867106028805718,5316.416779613353,5.876444528312516,-1377.7362764507734,0.01631255965286016,-853.7706550275643,0.0022516000133565583,-724.352406718248,0.025651059159657486,-200.38678529503886,0.011590099520153885,653.3838697325255,0.009338499506797326,-523.9656214232091,0.0140609596395036
9038.875356061604,5.969844807855411,6490.595064551321,5.9878052512667805,6111.49131271238,5.987768684219851,7216.219018383508,5.997534806711641,-2927.384043349224,0.01792387636444026,-379.1037518389412,-3.656704692911461e-05,-1822.656337678096,0.027689998856230247,725.623953832187,0.009729555444860871,1104.7277056711282,0.009766122491789986,-2548.280291510283,0.017960443411369376
6313.071690894762,6.642479832622942,5175.453304698255,6.661197595299375,5317.486622531535,6.654702857037319,8583.032142642294,6.660555152524914,-995.5850683632261,0.012223024414376837,142.0333178332803,-0.006494738262055932,2269.9604517475327,0.018075319901972087,3407.578837944039,-0.0006424427744606831,3265.545520110759,0.005852295487595249,-1137.6183861965064,0.01871776267643277
5731.163751641418,5.506703522412678,6309.67942696344,5.517026050544164,5826.539503186896,5.516273397910986,7986.258337362939,5.525237550951772,95.37575154547812,0.009569875498307567,-483.1399237765445,-0.0007526526331780303,2255.094585721521,0.018534028539093583,1676.5789103994985,0.008211500407607986,2159.718834176043,0.008964153040786016,578.5156753220226,0.010322528131485598
9629.548215820225,6.312770708013911,7981.439308587526,6.3361456852503775,7308.836531297933,6.33422921675613,8009.966214644174,6.341653437122189,-2320.7116845222918,0.021458508742218996,-672.6027772895932,-0.0019164684942474253,-1619.5820011760507,0.02888272910827805,28.52690605664793,0.005507751871811628,701.1296833462411,0.007424220366059053,-1648.1089072326986,0.02337497723646642
