cohort,M,imputation_aucs,auc_pooled,se_pooled,lo,hi,fmi,df
eICU pure Set C,10,0.626;0.650;0.645;0.656;0.623;0.655;0.631;0.649;0.652;0.650,0.6437653841889346,0.02251891513692596,0.5996283105205598,0.6879024578573094,0.3326196815981285,81.34795176787969
