,fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10,fold_11,fold_12,fold_13,fold_14
temperature_max,0.0010048419309568438,0.0007005843934303804,0.0008274345266965541,0.000741664373041292,0.001434274281050433,0.0010217824324022134,0.0008062064313650739,0.0008996090067035145,0.0005954259511996503,0.0012558299788750307,0.0007525467958035439,0.000671476257357806,0.00046514829116493415,0.0006883248540242687,0.0010816625787786972
temperature_std,0.0007603211947089296,0.0008633090994890572,0.0009114139754152908,0.0009991684747582353,0.0011068832733414078,0.0007435199928912001,0.0007019636905246334,0.0008811479777578628,0.00045846585435596474,0.0008358050182344175,0.0008128529905734833,0.0009426922467290069,0.0002690205255388319,0.0009398320059673173,0.0010300864181546515
sao2_min,0.012437191304000816,0.01613048976772746,0.014754406607502423,0.01336759447693359,0.013546461180040046,0.013665556539267487,0.013401403165697318,0.014828368662281885,0.013072358002718875,0.016381469036155585,0.01513859788973587,0.013448535165289816,0.0146837900538528,0.01414227365156147,0.01445127482492367
sao2_max,0.010835753687560712,0.009818481743686247,0.013318632799218385,0.01236507216276767,0.01450117273133529,0.015770586220456174,0.009608429223755835,0.014747325848381003,0.008516989961705676,0.014976205252770151,0.012126084781429175,0.015696102623151943,0.0129892551481236,0.012500026871360773,0.009538758195642172
sao2_std,0.01965641224782061,0.02028055209633171,0.017421885086755875,0.017725822915726556,0.01823562611276362,0.01828548959493408,0.019196710526609734,0.016987735644223696,0.01664804580270707,0.019646036562371957,0.017989579159258508,0.019123452655887004,0.019580706037141824,0.017225094460033293,0.018225284601501673
heartrate_min,0.018759782997858708,0.020527795918653075,0.015603730889277476,0.018103017628713552,0.016972169332637153,0.019356943047986692,0.019014315353881046,0.015907119360616735,0.016748497702446345,0.01815457217750765,0.019755543758591947,0.01830399019039647,0.019052948207722447,0.017323958257789224,0.018728606655794518
heartrate_max,0.022898003439834846,0.02431918368133693,0.02127042864027853,0.022057183652239947,0.024591926965513343,0.026274098345323252,0.021683099842960827,0.02057007621959316,0.0234997749682217,0.02425586180304285,0.027059193190969184,0.020624024817310828,0.02270168054296151,0.02329705656834637,0.022530919929630782
heartrate_std,0.0211388101481691,0.022737545683289378,0.021325148886152466,0.021306864478588976,0.023100985433449503,0.024022646420064287,0.023019754518134383,0.02149015177360081,0.01992662797388199,0.022961075077542917,0.02219005655062849,0.023201401453204217,0.021742918844647238,0.02039952279071889,0.023671768495891168
systemicsystolic_min,0.0022823648347116724,0.0025686483632863487,0.0045318285113034856,0.0039213459943300165,0.005198579149742937,0.0041839317677022205,0.002687644744966776,0.0032656685281498665,0.005711661943351643,0.0033193642368920784,0.0035678658288231546,0.004109254170304135,0.003102851697562597,0.0037036048745982004,0.003301776433053367
systemicsystolic_max,0.003070856483448869,0.0017368506948704718,0.0017679636644516248,0.0024809223012608114,0.0026576717651858282,0.0021339715573552042,0.0019495621806383608,0.003935333992619834,0.002785085218739715,0.0027354885791134216,0.0033003438830617525,0.002620216744452042,0.002547630615926384,0.0024202269371457336,0.0019225327053238454
systemicsystolic_std,0.0017582752271761294,0.0019020749829732344,0.0017582588347103024,0.00227694529074275,0.0019321225889225588,0.001550494053598636,0.001862487329958599,0.0023170639354720946,0.0018605968309226356,0.0019990476288255063,0.0019196044994209528,0.0024173271800227076,0.0017473382290899358,0.0018011956120549723,0.002125889942287311
