model,threshold,nb_model,nb_treat_all,nb_treat_none
bidmc_postopB,0.5,-0.2351145038167939,-0.8534351145038168,0.0
bidmc_postopB,0.51,-0.2350833463156255,-0.8912603209222622,0.0
bidmc_postopB,0.52,-0.23778625954198476,-0.9306615776081426,0.0
bidmc_postopB,0.53,-0.24014942342049703,-0.9717394835146989,0.0
bidmc_postopB,0.54,-0.24062396282774648,-1.0146033853302359,0.0
bidmc_postopB,0.55,-0.24410517387616631,-1.0593723494486857,0.0
bidmc_postopB,0.56,-0.25121443442054137,-1.1061762664816102,0.0
bidmc_postopB,0.5700000000000001,-0.25684360021303043,-1.1551571098881595,0.0
bidmc_postopB,0.58,-0.2540894220283533,-1.2064703744093055,0.0
bidmc_postopB,0.59,-0.2522062930552969,-1.2602867250046543,0.0
bidmc_postopB,0.6,-0.2480916030534351,-1.316793893129771,0.0
bidmc_postopB,0.61,-0.2590722254844392,-1.376198864748483,0.0
bidmc_postopB,0.62,-0.2620329449578144,-1.4387304138208115,0.0
bidmc_postopB,0.63,-0.2667216835155766,-1.5046420466267794,0.0
bidmc_postopB,0.64,-0.2729431721798134,-1.5742154368108567,0.0
bidmc_postopB,0.65,-0.2634678298800437,-1.6477644492911672,0.0
bidmc_postopB,0.66,-0.26906151773686576,-1.725639874270319,0.0
bidmc_postopB,0.67,-0.26999768679158,-1.8082350219754804,0.0
bidmc_postopB,0.68,-0.2801526717557253,-1.8959923664122142,0.0
bidmc_postopB,0.6900000000000001,-0.275104654026102,-1.989411475006157,0.0
bidmc_postopB,0.7000000000000001,-0.2641221374045802,-2.089058524173028,0.0
bidmc_postopB,0.71,-0.2703342984996051,-2.19557778362727,0.0
bidmc_postopB,0.72,-0.2532170119956379,-2.309705561613958,0.0
bidmc_postopB,0.73,-0.2478371501272264,-2.4322872490811416,0.0
bidmc_postopB,0.74,-0.22830299471520843,-2.564298297122724,0.0
bidmc_postopB,0.75,-0.21832061068702288,-2.706870229007633,0.0
bidmc_postopB,0.76,-0.2068702290076336,-2.861323155216285,0.0
bidmc_postopB,0.77,-0.20398274145370066,-3.0292067706604713,0.0
bidmc_postopB,0.78,-0.19805690492713393,-3.2123525329632203,0.0
bidmc_postopB,0.79,-0.17041075972373684,-3.412940748818612,0.0
bidmc_postopB,0.8,-0.15114503816793895,-3.6335877862595427,0.0
bidmc_postopB,0.81,-0.1501004419445561,-3.8774608276416243,0.0
bidmc_postopB,0.8200000000000001,-0.13994910941475833,-4.148430873621715,0.0
bidmc_postopB,0.8300000000000001,-0.13551863493489005,-4.45127974854064,0.0
bidmc_postopB,0.84,-0.13015267175572517,-4.791984732824427,0.0
bidmc_postopB,0.85,-0.13231552162849872,-5.1781170483460555,0.0
bidmc_postopB,0.86,-0.14394765539803706,-5.619411123227917,0.0
bidmc_postopB,0.87,-0.1486788021139166,-6.128596594245449,0.0
bidmc_postopB,0.88,-0.1297709923664122,-6.72264631043257,0.0
bidmc_postopB,0.89,-0.10659264399722417,-7.424705065926441,0.0
bidmc_postopB,0.9,-0.12061068702290079,-8.267175572519086,0.0
bidmc_preop,0.01,0.06392165934150668,0.06392165934150668,0.0
bidmc_preop,0.02,0.05436983953886898,0.05436983953886898,0.0
bidmc_preop,0.03,0.04480994727315653,0.044621074998032584,0.0
bidmc_preop,0.04,0.03276081424936387,0.03466921119592875,0.0
bidmc_preop,0.05,0.019766974688629972,0.02450783447167537,0.0
bidmc_preop,0.06,0.011206756537274654,0.01413025824265065,0.0
bidmc_preop,0.07,-0.0005909874415168798,0.003529508331281281,0.0
bidmc_preop,0.08,-0.008629273149684709,-0.0073016926651178204,0.0
bidmc_preop,0.09,-0.013002264910661858,-0.01837094203506416,0.0
bidmc_preop,0.1,-0.015776081424936396,-0.029686174724342665,0.0
bidmc_preop,0.11,-0.020001715412985684,-0.041255682305515046,0.0
bidmc_preop,0.12,-0.02546842470506592,-0.05308813324080498,0.0
bidmc_preop,0.13,-0.030113187680968677,-0.06519259454242345,0.0
bidmc_preop,0.14,-0.031954553523877154,-0.07757855494407954,0.0
bidmc_preop,0.15,-0.03520431073192637,-0.09025594970812754,0.0
bidmc_preop,0.16,-0.032642675390767,-0.10323518720465287,0.0
bidmc_preop,0.17,-0.03283362457463443,-0.11652717741193784,0.0
bidmc_preop,0.18,-0.035598584993483506,-0.13014336250232728,0.0
bidmc_preop,0.19,-0.03270191310903779,-0.14409574969371408,0.0
bidmc_preop,0.2,-0.03358778625954198,-0.1583969465648855,0.0
bidmc_preop,0.21,-0.031191419460817462,-0.1730601990530486,0.0
bidmc_preop,0.22,-0.02755920923859855,-0.18809943237424154,0.0
bidmc_preop,0.23,-0.027917121046892042,-0.20352929513234858,0.0
bidmc_preop,0.24,-0.030534351145038163,-0.21936520691040579,0.0
bidmc_preop,0.25,-0.024427480916030534,-0.2356234096692112,0.0
bidmc_preop,0.26,-0.024840107282855378,-0.25232102331338974,0.0
bidmc_preop,0.27,-0.022921677297919066,-0.2694761058245321,0.0
bidmc_preop,0.28,-0.020101781170483463,-0.2871077184054284,0.0
bidmc_preop,0.29,-0.019675303730781638,-0.30523599612944846,0.0
bidmc_preop,0.3,-0.015485278080697929,-0.32388222464558347,0.0
bidmc_preop,0.31,-0.013718331673857729,-0.3430689235534905,0.0
bidmc_preop,0.32,-0.012932195779074989,-0.3628199371351595,0.0
bidmc_preop,0.33,-0.009023584368235162,-0.38316053321180366,0.0
bidmc_preop,0.34,-0.0070784177654406675,-0.4041175109877401,0.0
bidmc_preop,0.35000000000000003,-0.007398708162066942,-0.4257193188490899,0.0
bidmc_preop,0.36,-0.006870229007633588,-0.4479961832061069,0.0
bidmc_preop,0.37,-0.006276505513146735,-0.4709802496062039,0.0
bidmc_preop,0.38,-0.005614380694410244,-0.4947057375030781,0.0
bidmc_preop,0.39,-0.003904392441496684,-0.5192091102490303,0.0
bidmc_preop,0.4,-0.004071246819338423,-0.5445292620865141,0.0
bidmc_preop,0.41000000000000003,-0.004243757277784966,-0.570707724155777,0.0
bidmc_preop,0.42,-0.004422216372729665,-0.597788891813635,0.0
bidmc_preop,0.43,-0.004606937190304004,-0.625820275880541,0.0
bidmc_preop,0.44,-0.004798255179934569,-0.6548527808069793,0.0
bidmc_preop,0.45,-0.004996530187369882,-0.684941013185288,0.0
bidmc_preop,0.46,-0.005202148713599095,-0.7161436245405711,0.0
