p_sz,sens,spec,p_se,rrr,pe_d,pe_u,pd_ceeg,pd_clin,c_aed_d,c_aed_a,c_aed_c,aed_d,c_aed_ac,c_aed_cc,aed_dc,c_se_e,c_se_l,icu_red,c_ceeg,c_hosp,c_icu,c_szwu,c_epi,u_dec,p_rec,pd_b,pd_e,ceeg_d,cost_obs,qaly_obs,cost_aed,qaly_aed,cost_mla,qaly_mla,cost_mlg,qaly_mlg
0.2072613717392219,0.8002616711732907,0.5131489451223568,0.11399598936182143,0.5560875784076272,0.03080531308282248,0.11859066302471344,0.9683747056458377,0.35767854075477246,161.18990744558664,1717.3092942326496,211.7580079902441,77.1456601166871,1716.6195365080123,135.96049586143886,26.3739294031364,14201.665415980739,48388.27875879765,1.2101066846217048,915.9346593009806,3606.590896145244,4045.374924951669,2039.7181740629935,16027.122274055308,0.15238723973138307,0.17515568933982695,0.010726000243923495,0.01525774002254634,4.0,14887.17085664564,6.805605959515253,8698.857275301447,6.856539570130274,9465.57063658447,6.847416425054344,8755.483950064432,6.859616285941116
0.18581761544700082,0.7501718927260566,0.49525460043026687,0.09020868898810493,0.4468699878242292,0.022567756711275828,0.10985305323575857,0.9915023649554995,0.2621101106976562,176.38134226723713,1428.9600301067674,292.3582430683054,83.1670352797823,645.0286311874958,133.44579402382683,33.7681243412532,12686.072187958956,44275.657584303546,1.4435989593215777,971.6697759112092,4393.310109099888,2013.4565771998855,1817.1421684164995,12531.899927066363,0.07404680374733871,0.26283063910523335,0.006086202681835938,0.037639924110127516,2.0,14681.971020106977,6.921667687514301,10018.738424558396,6.970445254541648,10854.54300284066,6.959169855364369,8458.653953398132,6.977330965853532
0.12945470771825093,0.8112095381358763,0.5054015283481427,0.08586926518324663,0.44744471944825226,0.025461018324751047,0.16120015842362653,0.9043177011128756,0.28678087149925136,210.5014935422238,1622.8291602894835,482.83776133146745,63.68848548347896,1438.1052949193836,84.8391131055014,18.984128688372003,10982.79462320136,34028.687031968795,0.554345533296651,1509.6918424350106,3377.59838961761,3100.30166580204,1876.877991204988,14614.93519041501,0.14484242195453154,0.19100153192206257,0.04805645213209405,0.02286896192956601,4.0,8679.401794269026,5.850523436157498,7112.01770861684,5.878263691354837,6819.532637536497,5.873988463848071,7916.758717492035,5.885796190199689
0.13521053317153311,0.8780005262353704,0.507467198505618,0.10670476392295104,0.5647807762486422,0.035789118548865406,0.09580950937993318,0.9944539911613476,0.22941416946659685,228.1219345507281,1612.3891218272297,521.2232981165536,115.00978165946997,574.8213762514629,133.82107616666852,41.16449367420977,13611.278205642211,39060.43992901946,1.350129135987014,1984.3321914127405,4044.3741091521133,3571.7839269317,3006.593833878295,11017.643371773936,0.18690077528833043,0.16482519373706017,0.015015979234052302,0.04126317607749948,3.0,10123.464197296604,6.684190556556232,6767.660584116602,6.7329800867897385,6439.786424183703,6.729128520183645,7012.801549601578,6.7417280993963775
0.11684391902916959,0.8823724331893342,0.5417176762347429,0.09894329991527047,0.5886232790183735,0.03034204619443596,0.1436820639902125,0.977753452645173,0.394028277193386,192.5332450997317,1708.1778899543103,634.1478625216175,59.02635403043833,1502.3187536787486,87.20838429655184,36.12420263486951,9914.75810348165,43025.25208189711,1.2616673206112676,949.6417795073442,3524.764424462946,6725.000397300541,2702.1559683812743,16768.514853294164,0.11544749895413949,0.1285687044727359,0.025328470670213443,0.011909793008543073,4.0,8224.451954899265,6.451911004449166,5918.207074653046,6.475140674225778,5290.084640008737,6.4736195999448265,5190.773805896969,6.479672557847786
0.11981475164429226,0.9409407011760883,0.49325525115817503,0.1288786333903705,0.4219224677403082,0.03405159571442143,0.07476626998627932,0.8052381432863359,0.3227908457071822,190.10725349707005,1410.4597311315933,321.50680359583737,42.69385671848134,1423.3495299915521,180.36242307949624,9.312772382178819,12754.106945366533,31023.209694735448,0.5063524223244275,1376.366689912953,4202.311404700103,6044.721658770016,4307.296037543212,10358.62471419273,0.06487354558982215,0.053263601888149076,0.01465494457508436,0.058988325557335915,4.0,8883.856363628032,6.718279718005129,7057.631551860154,6.747039099241909,6480.922648626503,6.7462346415210375,7681.641987147225,6.756886437882072
0.10840722712996509,0.712565159139788,0.5153985670426834,0.12092894918119346,0.5764046480911692,0.031091669659488865,0.11573528147471203,0.9687298650308772,0.40610317258443424,128.36908533208663,2330.523295149887,469.9756653206081,47.99584794957207,1581.9802617348412,238.44585272374758,32.30898307508851,13183.450286118743,29824.987613607605,0.6089068348144456,1071.8376863285653,3925.481778564897,7493.375115640957,2131.7083354974816,11595.684952441843,0.05578129989851536,0.2846341888399438,0.0026993065894555177,0.020225022618120377,3.0,7596.405575146434,7.0927808325158646,6146.670138648939,7.118835222344746,6018.079808265766,7.111880814183883,6101.623604310871,7.117109537424844
0.12810515263329927,0.9141510639353894,0.47513178056520156,0.03189097114537998,0.1892926366667819,0.022778185542130534,0.10586070418818888,0.9132911964537389,0.3343529073731028,247.70598557757575,803.2378746650642,542.7621302791447,24.261875826326975,1629.3941705911836,155.2306668220208,9.82573480009587,15565.733661079204,31982.0991546767,0.8172916291655259,1670.7205507754322,2784.079995356686,5349.056484689096,3208.7576014571196,13238.861227616682,0.17562136156816655,0.14980514420818597,0.015622270734680694,0.028758545220486667,3.0,6935.431821361054,6.689046113271882,7216.3116359947035,6.702011433248602,6701.2727457694855,6.701349596963725,7433.665356203285,6.717867717867296
0.06896829069477717,0.7904619269482867,0.49041578660716567,0.09341492118587916,0.5596737467904318,0.045123771512106586,0.0963202179984194,0.9121692544584487,0.2813480167757325,185.90922738532134,1184.9904212392653,462.7565173726428,80.35489301010256,1464.789698069405,275.40788584971943,40.20950874520244,18974.592555067804,61107.581447698765,1.4348323821893678,1458.2372960125401,3309.7645170388887,7228.477094203236,1766.6154409603262,19451.889953927825,0.07533095624190722,0.14397283093927205,0.026559164187361706,0.005659245897577439,3.0,4835.982766148461,6.444964650773071,3963.066338001425,6.451148444166075,3716.463369038284,6.451004117235866,5168.726398448348,6.453973585597055
0.16812545048176328,0.8953549943428224,0.5252489795312424,0.09223072859238735,0.5298884099751457,0.03412716293699653,0.08551367121686548,0.9695781687443519,0.13559526185362747,225.0471317393851,1619.7137048546997,315.7308741418104,64.71092216518787,1385.4860036887076,106.09946462630283,26.258389216789016,9022.322428707485,24278.47814020281,1.1975881547429361,1822.6968738904886,3074.354400988714,7082.8927636946155,2251.991887047257,6376.057254532876,0.09707701581674699,0.13193499252267515,0.0035729582820895637,0.051980681509553525,5.0,9571.100506424005,6.9990120567425915,6659.976988098573,7.057555087232154,6258.6776394094395,7.052669491903612,8742.716936321367,7.067888216503639
