feature,n_miss,p_miss_y1,p_miss_y0,chi2,p_value,test
sex,0,,,,,—
age,0,,,,,—
blood_type,0,,,,,—
sdh_type,0,,,,,—
sdh_thickness,0,,,,,—
csdh_size_change,0,,,,,—
mid_shift,0,,,,,—
hematoma_lat,0,,,,,—
collection_density,0,,,,,—
preop_gcs,0,,,,,—
epilepsy_hx,0,,,,,—
num_prev_sdh,0,,,,,—
demographic,63,0.08333333333333333,0.09719934102141681,,1.0,Fisher
procedures,56,0.08333333333333333,0.085667215815486,,1.0,Fisher
surg_decompression,0,,,,,—
mma_embo,0,,,,,—
drainage,0,,,,,—
postop_gcs,0,,,,,—
