model,n,events,brier,brier_lo,brier_hi,citl,citl_lo,citl_hi,intercept,intercept_lo,intercept_hi,slope,slope_lo,slope_hi,auc_lo,auc_hi,ece,mce,hl_chi2,hl_p
bidmc_postopA,655,48,0.2278946819301233,0.21860687514860705,0.23677369480950028,0.3940684287021839,-0.41471880994813237,-0.3735316525219012,-2.5289841437353253,-2.8657526951619863,-2.252256829563546,1.1405058020554903,0.5521849261568295,1.8287935664177786,0.595262771721743,0.7599972289873755,0.3940684287021839,0.5475700565605832,453.7191848451563,0.0
bidmc_postopB,655,48,0.1992464611393538,0.18201722095829065,0.21673903263311264,0.2980476200564529,-0.3221929415299498,-0.27330117714928653,-2.3879807567248297,-2.722211767473254,-2.1130369150787627,0.34067489122389893,0.10289176341734597,0.592356113155139,0.5632967966334993,0.7253525512680501,0.29929461925563133,0.714846695535346,474.37592125974413,0.0
bidmc_preop,655,48,0.07932434803483583,0.06543613494127243,0.0948615702589827,0.07240286353398527,-0.09194175394913741,-0.0514110828150911,-2.491902603030583,-3.480421825605997,-1.619375861368661,0.023767213618417223,-0.4484975220088525,0.5163157127604802,0.4306923538461349,0.6076511299726474,0.0833600600339847,0.2463024023683113,44.038661968213354,5.594683871734674e-07
eicu_setA,5369,461,0.10297972999399355,0.09761100159353296,0.10810904555456825,0.10404344238838881,-0.11198524712760255,-0.09585730084733272,-1.594225751642741,-1.7185238200463027,-1.4705440037436972,0.4824487768739033,0.40682694297616795,0.5578336388503022,0.6543583854249452,0.7096356724299921,0.11560713690459773,0.36078337361434,738.2938574635654,0.0
eicu_setC,5369,461,0.07079460577883537,0.06581954236342064,0.07606119522507446,0.021689088620682292,-0.028646911065313852,-0.014406967237309299,0.6814788341411385,0.34824419141322704,0.9764180936060616,1.507768776454167,1.3442627320066443,1.6745099772289267,0.7331337354098121,0.7799493452804797,0.03313312425921628,0.05720952266600465,72.39814391023951,1.634359314550693e-12
eicu_pure_setC,3255,145,0.04236621335283546,0.03679479558900856,0.04850957136133138,0.015064983782800218,-0.02165842283863522,-0.007746036720211661,-0.3395879459009128,-1.1889555037146031,0.5694433605220955,0.9897693721793481,0.6789709577317892,1.3311839626098758,0.6164870776244704,0.7047069379944383,0.017262651525068073,0.05627694932086642,25.453893275917622,0.001301722151251461
